ID,AX,AY,AZ,GX,GY,GZ,TIMESTAMP,TOGGLE_VAR
1329,2.494758129119873,8.056488990783693,-5.973533153533937,0.124704442918301,0.590214431285858,-0.921960175037384,2024-06-26T11:58:41-05:00,1
1330,0.363918662071228,7.196970462799074,-7.266402244567873,0.028511486947536,0.023715160787106,-0.093261867761612,2024-06-26T11:58:41-05:00,1
1331,0.770932972431183,7.189787864685061,-7.237671852111819,0.035705972462893,0.079672284424305,-0.117509953677654,2024-06-26T11:58:41-05:00,1
1332,0.952892303466797,7.242460250854494,-6.912060260772707,0.048229709267616,0.120973967015743,-0.124437972903252,2024-06-26T11:58:41-05:00,1
1333,1.065419793128967,7.285555839538576,-6.679822921752932,-0.022382847964764,0.097525268793106,-0.0508943349123,2024-06-26T11:58:41-05:00,1
1334,1.027112483978272,7.307103633880617,-6.725312709808352,-0.088465541601181,0.025313934311271,0.019984684884548,2024-06-26T11:58:41-05:00,1
1335,0.974440097808838,7.249642848968508,-6.945579051971438,-0.119108729064465,-0.004529862198979,0.07061255723238,2024-06-26T11:58:41-05:00,1
1336,0.893037259578705,7.194576263427737,-7.15626907348633,-0.111914239823818,0.030110260471702,0.086333841085434,2024-06-26T11:58:41-05:00,1
1337,1.024718284606934,7.261613845825197,-7.024587631225588,-0.087133228778839,0.130033686757088,0.062618680298328,2024-06-26T11:58:41-05:00,1
1338,1.383848547935486,7.347805023193362,-6.509834289550783,-0.147620216012001,0.126036748290062,0.140958651900291,2024-06-26T11:58:41-05:00,1
1339,1.134851574897766,7.031770229339602,-6.404489517211916,-0.282716691493988,0.107650838792324,0.345868289470673,2024-06-26T11:58:42-05:00,1
1340,0.567425787448883,6.59363126754761,-7.448361396789553,-0.35945788025856,0.047163859009743,0.42181009054184,2024-06-26T11:58:42-05:00,1
1341,0.605733036994934,5.98071575164795,-8.176198959350588,-0.324284821748734,-0.08047167211771,0.544382870197296,2024-06-26T11:58:42-05:00,1
1342,0.081402860581875,6.315904140472414,-8.504204750061035,-0.328814715147018,-0.185990810394287,0.76981008052826,2024-06-26T11:58:42-05:00,1
1343,-1.309628367424011,7.630321025848391,-8.865729331970217,-0.363987743854523,-0.332545161247253,0.597142457962036,2024-06-26T11:58:42-05:00,1
1344,-2.140416383743287,8.238448143005373,-8.264783859252931,-0.219032168388367,-0.357592642307282,0.230223581194878,2024-06-26T11:58:42-05:00,1
