ID,AX,AY,AZ,GX,GY,GZ,TIMESTAMP,TOGGLE_VAR
1136,7.297526836395266,-4.218583583831788,-5.755661010742189,0.01732006110251,-0.151617154479027,-0.180128633975983,2024-06-26T12:08:50-05:00,1
1137,7.515398979187014,-3.361459255218507,-7.625532627105715,-0.055690661072731,0.077807046473026,0.25926798582077,2024-06-26T12:08:50-05:00,1
1138,6.969521045684817,-3.960009574890138,-6.902483463287356,-0.116444103419781,0.019718224182725,0.225160792469978,2024-06-26T12:08:50-05:00,1
1139,6.811503887176516,-4.541800498962404,-6.619967937469485,-0.137494638562202,0.039702907204628,0.412750393152237,2024-06-26T12:08:50-05:00,1
1140,7.005434036254885,-5.477933406829835,-5.923254966735841,-0.068480856716633,0.043966308236122,0.360790193080902,2024-06-26T12:08:50-05:00,1
1141,7.228095054626467,-5.123591423034669,-6.349422931671145,-0.06075344607234,0.14122511446476,0.360790193080902,2024-06-26T12:08:50-05:00,1
1142,7.187393665313723,-4.829104900360109,-6.560112476348879,-0.194784060120583,0.29071056842804,0.437797844409943,2024-06-26T12:08:50-05:00,1
1143,6.904877662658694,-4.745307922363283,-6.648698329925539,-0.327748835086823,0.353329241275787,0.429271042346954,2024-06-26T12:08:50-05:00,1
1144,6.452373504638674,-5.14513921737671,-6.739677906036379,-0.377577304840088,0.352263391017914,0.409286379814148,2024-06-26T12:08:50-05:00,1
1145,6.349422931671145,-5.300762653350831,-6.876147270202639,-0.340006142854691,0.319488525390625,0.404223561286926,2024-06-26T12:08:50-05:00,1
1146,6.308721542358401,-5.403713226318361,-6.677428722381594,-0.291776418685913,0.258468598127365,0.323485463857651,2024-06-26T12:08:50-05:00,1
1147,6.380547523498537,-5.27921485900879,-6.392518520355227,-0.181993871927261,0.178796321153641,0.204110249876976,2024-06-26T12:08:50-05:00,1
1148,6.428431510925295,-5.058948040008546,-6.49068069458008,-0.080205209553242,0.098857581615448,0.104453288018703,2024-06-26T12:08:50-05:00,1
1149,6.358999729156496,-4.836287498474122,-6.730101108551028,-0.041568145155907,0.029577335342765,0.027179174125195,2024-06-26T12:08:50-05:00,1
1150,6.296750545501711,-4.920084476470949,-6.675034523010256,-0.052226644009352,0.001865237369202,-0.010125574655831,2024-06-26T12:08:50-05:00,1
1151,6.318298339843752,-5.123591423034669,-6.54814147949219,-0.06235222145915,-0.013856049627066,-0.035705972462893,2024-06-26T12:08:50-05:00,1
1152,6.67024612426758,-5.125985622406007,-6.416460514068606,-0.035705972462893,-0.036238897591829,-0.083935678005219,2024-06-26T12:08:50-05:00,1
