ID,AX,AY,AZ,GX,GY,GZ,TIMESTAMP,TOGGLE_VAR
179,-4.395754337310792,-4.520252704620363,-8.70531749725342,0.516404271125794,0.306431829929352,-0.165473192930222,2024-06-26T12:16:27-05:00,1
180,-4.750096321105958,-5.068524837493898,-7.228095054626467,0.561169981956482,0.209173038601875,0.54997855424881,2024-06-26T12:16:27-05:00,1
181,-4.548983097076417,-6.44519090652466,-6.06211853027344,0.503081142902374,0.47616845369339,0.777803957462311,2024-06-26T12:16:27-05:00,1
182,-4.465186119079591,-6.426037311553957,-6.368576526641848,-0.020517610013485,0.313626319169998,0.217699855566025,2024-06-26T12:16:28-05:00,1
183,-3.375824451446534,-6.438008308410647,-6.864176273345949,-0.250741183757782,-0.06075344607234,-0.008793261833489,2024-06-26T12:16:28-05:00,1
184,-3.679888010025025,-4.951209068298341,-8.243236541748049,-0.518802464008332,-0.151350691914558,-0.249941810965538,2024-06-26T12:16:28-05:00,1
185,-3.878606796264649,-4.75967311859131,-8.429984092712404,-0.302434921264648,0.071145482361317,-0.098591111600399,2024-06-26T12:16:28-05:00,1
186,-3.454833030700684,-4.915296077728273,-7.77876138687134,-0.211837664246559,-0.152416542172432,0.03943644836545,2024-06-26T12:16:28-05:00,1
187,-4.08211374282837,-4.596867084503175,-8.176198959350588,-0.350398153066635,-0.511341512203217,-0.281917303800583,2024-06-26T12:16:28-05:00,1
188,-4.989516258239747,-4.422090530395509,-6.421248912811281,0.061819296330214,-0.255004584789276,0.036505360156298,2024-06-26T12:16:28-05:00,1
189,-5.420472621917726,-4.764461517333986,-7.350199222564699,-0.336009204387665,-0.658961713314057,-0.539852976799011,2024-06-26T12:16:29-05:00,1
190,-5.789179801940919,-3.536235809326173,-7.484274387359621,-0.376244992017746,-0.177730485796928,-0.677347660064697,2024-06-26T12:16:29-05:00,1
191,-2.042253971099854,-3.706224203109742,-7.517793178558352,0.426339954137802,0.954735040664673,-0.708523750305176,2024-06-26T12:16:29-05:00,1
192,4.493916511535646,-8.200140953063967,1.455674648284912,2.147687673568726,1.775439500808716,-2.556174516677857,2024-06-26T12:16:30-05:00,1
193,6.09563732147217,-5.123591423034669,3.277662038803101,-2.021384477615357,-2.61426329612732,-1.175099611282349,2024-06-26T12:16:30-05:00,1
194,6.880935668945315,-5.092466831207277,1.608903527259827,0.84388667345047,0.455917298793793,-0.042367532849312,2024-06-26T12:16:30-05:00,1
195,6.600813865661623,-9.816226959228517,2.88261890411377,0.029310872778296,0.836425721645355,0.051693718880415,2024-06-26T12:16:30-05:00,1
196,7.352593421936037,-8.271966934204103,3.864241600036622,0.203044414520264,0.99017459154129,0.538254201412201,2024-06-26T12:16:30-05:00,1
179,-4.395754337310792,-4.520252704620363,-8.70531749725342,0.516404271125794,0.306431829929352,-0.165473192930222,2024-06-26T12:16:27-05:00,1
180,-4.750096321105958,-5.068524837493898,-7.228095054626467,0.561169981956482,0.209173038601875,0.54997855424881,2024-06-26T12:16:27-05:00,1
181,-4.548983097076417,-6.44519090652466,-6.06211853027344,0.503081142902374,0.47616845369339,0.777803957462311,2024-06-26T12:16:27-05:00,1
182,-4.465186119079591,-6.426037311553957,-6.368576526641848,-0.020517610013485,0.313626319169998,0.217699855566025,2024-06-26T12:16:28-05:00,1
183,-3.375824451446534,-6.438008308410647,-6.864176273345949,-0.250741183757782,-0.06075344607234,-0.008793261833489,2024-06-26T12:16:28-05:00,1
184,-3.679888010025025,-4.951209068298341,-8.243236541748049,-0.518802464008332,-0.151350691914558,-0.249941810965538,2024-06-26T12:16:28-05:00,1
185,-3.878606796264649,-4.75967311859131,-8.429984092712404,-0.302434921264648,0.071145482361317,-0.098591111600399,2024-06-26T12:16:28-05:00,1
